,Name,Type,Overall Rating,Zip Code,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
356,Olive Garden,Italian,78.8,14304,212675,2.7,86.0,7.1,1.0,1.0,0.0,51656,28395,100990,81.8,14.2,3.9,0.1,6.2
357,Katie O'Byrnes Restaurant,Irish,44.4,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
358,Tara Kitchen,Moroccan,64.2,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
359,More Perreca's,Italian,40.0,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
360,Stockade Inn,American,19.6,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
361,Ambition Bistro,American,30.2,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
362,Persian Bite,Middle Eastern,15.4,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
363,Cornells In Little Italy,Italian,60.0,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
364,Johnny's,Italian,135.8,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
365,Zen,Sushi,31.6,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
366,Daley's on Yates,American,14.6,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
367,Perreca's Bakery,Italian,38.6,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
368,Slick's Restaurant,American,13.8,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
369,20 North Broadway Tavern,American,13.0,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
370,Van Dyck Lounge,American,29.8,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
371,Malcolm's,American,13.4,12305,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
372,The Appian Way,Italian,13.6,12308,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
373,John Riccitello Restaurant,Italian,15.8,12308,155239,6.7,73.8,9.6,0.2,4.6,0.0,61315,29981,73044,76.5,19.2,4.3,0.0,7.3
374,Maison Premiere,Seafood,70.0,11249,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
375,Oregano,Italian,59.8,11249,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
376,RabbitHole,American,57.6,11249,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
377,Cafe Mogador,Moroccan,96.8,11249,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
378,DeStefano's Steak House,American,59.8,11211,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
379,Juliana's Pizza,Pizza,622.6,11201,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
380,Queen Italian Restaurant,Italian,70.4,11201,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
381,SUGARCANE raw bar grill,Latin,37.6,11201,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
382,Westville Dumbo,American,39.6,11201,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
383,Sottocasa Pizzeria,Italian,69.6,11201,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
384,The River Cafe,American,814.6,11201,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
385,Table 87 Coal Oven Pizza,Italian,39.6,11201,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
386,Champs Diner,American,43.2,11206,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
387,Al Di La Trattoria,Italian,67.6,11215,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
388,Michael's of Brooklyn,Italian,44.0,11229,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,1217976,79.4,13.9,6.6,0.1,8.1
389,Enzo's Of Arthur Avenue,Italian,77.6,10458,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
390,Full Moon Pizzeria & Restaurant,Italian,51.4,10458,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
391,Antonio's Trattoria,Italian,49.2,10458,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
392,zero otto nove,Italian,88.8,10458,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
393,Emilia's Restaurant,Italian,56.0,10458,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
394,Liebman's Kosher Delicatessen,American,24.8,10463,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
395,NYY Steak,American,17.6,10451,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
396,City Island Lobster House,Seafood,75.4,10464,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
397,Louie & Ernie's Pizza,Italian,40.8,10461,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
398,Jake's Steakhouse,American,26.8,10471,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,593858,80.0,14.6,5.3,0.1,11.6
399,Chef's,Italian,169.0,14204,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
400,Gene McCarthy's,American,20.2,14204,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
401,Betty's,American,78.0,14201,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
402,Allen Burger Venture,American,36.8,14201,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
403,Gabriel's Gate Restaurant,American,76.0,14201,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
404,Toutant,American,43.0,14203,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
405,Tappo Restaurant,Italian,62.0,14203,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
406,Raclettes,French,56.2,14203,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
407,Big Ditch Brewing Company,American,65.8,14203,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
408,Italian Prime At Salvatore's,Italian,132.8,14043,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
409,Osteria 166,Italian,70.0,14202,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
410,Bacchus Wine Bar & Restaurant,American,75.6,14202,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
411,TEMPO,American,60.2,14202,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
412,Local Kitchen & Beer Bar,American,20.6,14202,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
413,Fat Bob's Smokehouse,American,66.6,14202,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
414,Buffalo Chophouse,American,66.6,14202,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
415,Pearl Street Grill & Brewery,American,316.0,14224,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
416,Suzy Q's Barbeque Shack,American,30.2,14207,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
417,Sun Restaurant,Sushi,40.4,14207,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
418,Hutch's,American,80.4,14209,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
419,Anchor Bar,American,625.8,14209,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
420,Parkside Meadow,American,20.4,14214,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
421,Lake Effect Diner,American,81.6,14214,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
422,Lombardo Ristorante,Italian,51.0,14216,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
423,Oliver's Restaurant,American,37.6,14216,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
424,Cracker Barrel,American,84.4,14221,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
425,The Left Bank,American,138.8,14213,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
426,Mulberry Italian Ristorante,Italian,201.6,14218,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,448392,79.9,15.9,4.1,0.1,5.5
427,Sri Siam,Asian,22.4,12144,159800,4.6,83.9,5.9,0.0,2.5,0.0,63166,33067,80468,73.5,21.8,4.6,0.2,5.8
428,Skyline Diner,American,16.2,12144,159800,4.6,83.9,5.9,0.0,2.5,0.0,63166,33067,80468,73.5,21.8,4.6,0.2,5.8
429,Casey's Restaurant,American,32.6,12144,159800,4.6,83.9,5.9,0.0,2.5,0.0,63166,33067,80468,73.5,21.8,4.6,0.2,5.8
430,DiBella's Old Fashioned Submarines,American,60.2,14623,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
431,Delmonico's Italian Steak House,American,70.4,14623,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
432,Tapas 177,International,38.6,14604,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
433,Pane Vino,Italian,68.0,14604,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
434,Han Noodle Bar,Chinese,30.6,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
435,Jines Restaurant,American,103.4,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
436,The Red Fern,American,28.4,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
437,Park Avenue Pub & Restaurant,American,36.2,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
438,Tournedos Steakhouse,American,39.6,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
439,Sinbad's Mediterranean Cuisine,Mediterranean,51.8,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
440,Good Luck,American,54.2,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
441,Char,American,45.8,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
442,The Gate House Cafe,American,65.4,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
443,The Owl House,American,60.0,14607,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
444,Shmeg's,American,24.4,14624,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
445,Black & Blue Steak & Crab,American,102.6,14618,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
446,Amaya Indian Cuisine,Indian,43.6,14618,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
447,The Cub Room,American,35.4,14620,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
448,The Distillery Restaurant Mt. Hope,American,85.0,14620,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
449,Highland Park Diner,American,46.4,14620,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
450,Trata,American,76.2,14620,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
451,Rooney's Restaurant,American,63.6,14620,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
452,Tony D’s,Italian,53.4,14608,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
453,Guido's Pasta Villa,Italian,59.4,14621,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
454,Sticky Lips Pit BBQ,American,167.2,14609,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
455,Swan Market,German,64.0,14609,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
456,Ristorante Lucano,Italian,49.2,14610,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,367859,83.2,12.1,4.6,0.1,6.6
